bench,layer,T_ref,loop,defected,virtual,serial,disable,redundant
facesim,0,312.12,100,0.5,34.9375,51.625,0.0,0.0
facesim,1,312.12,100,0.5,33.375,51.5625,0.0,0.0
facesim,2,312.12,100,0.5,34.5625,50.5,0.0,0.0
facesim,3,312.12,100,0.5,35.125,51.1875,0.0,0.0
facesim,0,312.62,100,0.5,35.3125,50.9375,0.0,0.0
facesim,1,312.62,100,0.5,34.125,50.75,0.0,0.0
facesim,2,312.62,100,0.5,34.0,51.8125,0.0,0.0
facesim,3,312.62,100,0.5,33.4375,52.75,0.0,0.0
facesim,0,313.12,100,0.5,34.625,50.75,0.0,0.0
facesim,1,313.12,100,0.5,35.6875,50.0625,0.0,0.0
facesim,2,313.12,100,0.25,61.0,1.8125,0.9375,0.0
facesim,3,313.12,100,0.25,60.75,2.0,1.4375,0.0
facesim,0,313.62,100,0.25,60.75,2.125,0.9375,0.0
facesim,1,313.62,100,0.25,60.1875,2.5625,1.3125,0.0
facesim,2,313.62,100,0.25,60.9375,2.25,1.5625,0.0
facesim,3,313.62,100,0.25,61.375,2.6875,1.3125,0.0
facesim,0,314.12,100,0.25,61.375,2.3125,1.3125,0.0
facesim,1,314.12,100,0.25,60.8125,2.5,2.125,0.0
facesim,2,314.12,100,0.25,61.3125,2.0625,1.5625,0.0
facesim,3,314.12,100,0.25,61.25,2.625,1.25,0.0
facesim,0,314.62,100,0.25,61.4375,1.625,1.3125,0.0
facesim,1,314.62,100,0.25,59.1875,3.0625,1.3125,0.0
facesim,2,314.62,100,0.25,60.625,2.625,1.125,0.0
facesim,3,314.62,100,0.25,59.9375,2.3125,1.6875,0.0
facesim,0,315.12,100,0.25,60.5625,3.0625,1.0,0.0
facesim,1,315.12,100,0.25,61.625,2.5625,1.125,0.0
facesim,2,315.12,100,0.25,60.25,2.25,1.5625,0.0
facesim,3,315.12,100,0.25,60.0625,3.0,1.0625,0.0
facesim,0,315.62,100,0.25,58.5625,2.375,1.9375,0.0
facesim,1,315.62,100,0.25,61.1875,2.9375,1.125,0.0
facesim,2,315.62,100,0.25,59.5625,2.5625,1.6875,0.0
facesim,3,315.62,100,0.25,60.25,2.4375,1.25,0.0
facesim,0,316.12,100,0.25,59.8125,2.9375,1.5625,0.0
facesim,1,316.12,100,0.25,60.9375,2.5,1.0625,0.0
facesim,2,316.12,100,0.25,60.125,2.0625,1.3125,0.0
facesim,3,316.12,100,0.25,61.0,2.6875,0.5625,0.0
facesim,0,316.62,100,0.25,59.25,2.75,1.5625,0.0
facesim,1,316.62,100,0.25,60.6875,2.75,1.0625,0.0
facesim,2,316.62,100,0.25,60.0,2.0,1.4375,0.0
facesim,3,316.62,100,0.25,59.75,2.125,1.6875,0.0
facesim,0,317.12,100,0.25,60.5625,1.9375,1.375,0.0
facesim,1,317.12,100,0.25,59.5625,2.6875,1.5,0.0
facesim,2,317.12,100,0.25,62.25,2.0625,0.9375,0.0
facesim,3,317.12,100,0.25,60.125,2.5,1.75,0.0
facesim,0,317.62,100,0.25,60.0625,2.0625,1.125,0.0
facesim,1,317.62,100,0.25,60.0,2.9375,1.3125,0.0
facesim,2,317.62,100,0.25,59.6875,2.1875,1.875,0.0
facesim,3,317.62,100,0.25,60.8125,2.1875,1.625,0.0
facesim,0,318.12,100,0.25,61.25,2.25,1.5,0.0
facesim,1,318.12,100,0.25,61.125,2.0625,1.0625,0.0
facesim,2,318.12,100,0.25,61.375,2.25,0.5,0.0
facesim,3,318.12,100,0.25,60.1875,3.0625,1.0,0.0
facesim,0,318.62,100,0.25,58.5,2.75,1.375,0.0
facesim,1,318.62,100,0.25,60.3125,2.3125,0.6875,0.0
facesim,2,318.62,100,0.25,60.9375,2.5625,1.6875,0.0
facesim,3,318.62,100,0.25,60.4375,1.5625,1.5625,0.0
facesim,0,319.12,100,0.25,59.75,2.875,1.375,0.0
facesim,1,319.12,100,0.09375,31.875,0.0,5.25,0.0
facesim,2,319.12,100,0.0,0.0,0.0,0.0,0.0
facesim,3,319.12,100,0.0,0.0,0.0,0.0,0.0
ferret,0,308.78,100,0.75,1.875,97.6875,0.0,0.0
ferret,1,308.78,100,0.75,1.6875,98.0625,0.0,0.0
ferret,2,308.78,100,0.75,1.75,97.75,0.0,0.0
ferret,3,308.78,100,0.75,1.5625,97.875,0.0,0.0
ferret,0,309.28,100,0.75,1.4375,98.1875,0.0,0.0
ferret,1,309.28,100,0.75,2.3125,97.1875,0.0,0.0
ferret,2,309.28,100,0.75,1.25,98.3125,0.0,0.0
ferret,3,309.28,100,0.5,34.5625,50.9375,0.0,0.0
ferret,0,309.78,100,0.5,34.3125,51.5625,0.0,0.0
ferret,1,309.78,100,0.5,33.8125,52.5625,0.0,0.0
ferret,2,309.78,100,0.5,34.5,51.375,0.0,0.0
ferret,3,309.78,100,0.5,34.1875,51.25,0.0,0.0
ferret,0,310.28,100,0.5,31.8125,52.8125,0.0,0.0
ferret,1,310.28,100,0.5,32.6875,52.25,0.0,0.0
ferret,2,310.28,100,0.5,34.5,50.75,0.0,0.0
ferret,3,310.28,100,0.5,33.625,51.625,0.0,0.0
ferret,0,310.78,100,0.5,34.625,51.5,0.0,0.0
ferret,1,310.78,100,0.5,34.625,50.4375,0.0,0.0
ferret,2,310.78,100,0.5,33.5,51.9375,0.0,0.0
ferret,3,310.78,100,0.5,34.1875,52.0,0.0,0.0
ferret,0,311.28,100,0.5,35.0625,51.25,0.0,0.0
ferret,1,311.28,100,0.5,34.5625,50.6875,0.0,0.0
ferret,2,311.28,100,0.5,33.0,53.0625,0.0,0.0
ferret,3,311.28,100,0.5,34.25,51.5,0.0,0.0
ferret,0,311.78,100,0.5,34.125,52.3125,0.0,0.0
ferret,1,311.78,100,0.5,33.3125,51.625,0.0,0.0
ferret,2,311.78,100,0.5,34.3125,51.125,0.0,0.0
